Timestamp/DeltaT,Message,Signal,Value
14:18:46.562,RadarObj1,RelPosX1,5078.1
14:18:46.562,RadarObj1,RelPosY1,-200.19999999999993
14:18:46.562,RadarObj1,RelVelX1,-94.1
14:18:46.562,RadarObj1,RelAccX1,6486.3
14:18:46.563,RadarObj2,RelPosX2,5249.200000000001
14:18:46.563,RadarObj2,RelPosY2,-890.1
14:18:46.563,RadarObj2,RelVelX2,-9.099999999999994
14:18:46.563,RadarObj2,RelAccX2,-5.899999999999999
14:18:46.563,RadarObj3,RelPosX3,-299.9
14:18:46.563,RadarObj3,RelPosY3,-262.69999999999993
14:18:46.563,RadarObj3,RelVelX3,6423.200000000001
14:18:46.563,RadarObj3,RelAccX3,6487.0
14:18:46.563,RadarObj4,RelPosX4,4753.6
14:18:46.563,RadarObj4,RelPosY4,-728.7
14:18:46.563,RadarObj4,RelVelX4,-37.3
14:18:46.563,RadarObj4,RelAccX4,6455.200000000001
14:18:46.563,RadarObj5,RelPosX5,-826.0
14:18:46.563,RadarObj5,RelPosY5,4634.8
14:18:46.563,RadarObj5,RelVelX5,-41.0
14:18:46.563,RadarObj5,RelAccX5,6492.0
14:18:46.563,RadarObj6,RelPosX6,-316.0
14:18:46.563,RadarObj6,RelPosY6,-954.1
14:18:46.563,RadarObj6,RelVelX6,6372.6
14:18:46.563,RadarObj6,RelAccX6,6476.700000000001
14:18:46.563,RadarObj7,RelPosX7,5089.8
14:18:46.563,RadarObj7,RelPosY7,5014.6
14:18:46.563,RadarObj7,RelVelX7,-59.4
14:18:46.563,RadarObj7,RelAccX7,6468.6
14:18:46.563,RadarObj8,RelPosX8,5513.3
14:18:46.563,RadarObj8,RelPosY8,5306.3
14:18:46.563,RadarObj8,RelVelX8,6438.1
14:18:46.563,RadarObj8,RelAccX8,-37.5
14:18:46.563,RadarObj9,RelPosX9,4906.6
14:18:46.563,RadarObj9,RelPosY9,-623.7
14:18:46.563,RadarObj9,RelVelX9,6367.1
14:18:46.563,RadarObj9,RelAccX9,-6.399999999999999
14:18:46.563,RadarObj10,RelPosX10,5274.400000000001
14:18:46.563,RadarObj10,RelPosY10,4942.0
14:18:46.563,RadarObj10,RelVelX10,6438.200000000001
14:18:46.563,RadarObj10,RelAccX10,-49.7
14:18:46.665,VehicleStatus,VehicleSpeed,166.92000000000002
14:18:46.665,VehicleStatus,SteeringAngle,-4523.2
14:18:46.665,VehicleAccel,LateralAccel,64.725
14:18:46.665,LaneInfo,LaneC0,1.0
14:18:46.665,LaneInfo,LaneC1,1.0
14:18:46.665,LaneInfo,LaneC2,1.0
14:18:46.665,LaneInfo,LaneC3,1.0
14:18:46.665,RadarObj1,RelPosX1,-237.0999999999999
14:18:46.665,RadarObj1,RelPosY1,4664.400000000001
14:18:46.665,RadarObj1,RelVelX1,6418.3
14:18:46.665,RadarObj1,RelAccX1,-28.0
14:18:46.665,RadarObj2,RelPosX2,5455.400000000001
14:18:46.665,RadarObj2,RelPosY2,-853.0
14:18:46.665,RadarObj2,RelVelX2,6447.200000000001
14:18:46.665,RadarObj2,RelAccX2,6480.0
14:18:46.665,RadarObj3,RelPosX3,-641.0
14:18:46.665,RadarObj3,RelPosY3,-718.5999999999999
14:18:46.665,RadarObj3,RelVelX3,6371.700000000001
14:18:46.665,RadarObj3,RelAccX3,-4.899999999999999
14:18:46.665,RadarObj4,RelPosX4,5264.5
14:18:46.665,RadarObj4,RelPosY4,4958.700000000001
14:18:46.665,RadarObj4,RelVelX4,6415.0
14:18:46.665,RadarObj4,RelAccX4,6493.0
14:18:46.665,RadarObj5,RelPosX5,4970.400000000001
14:18:46.665,RadarObj5,RelPosY5,5175.900000000001
14:18:46.665,RadarObj5,RelVelX5,-95.8
14:18:46.665,RadarObj5,RelAccX5,6464.6
14:18:46.665,RadarObj6,RelPosX6,4785.700000000001
14:18:46.665,RadarObj6,RelPosY6,4896.6
14:18:46.665,RadarObj6,RelVelX6,6371.700000000001
14:18:46.665,RadarObj6,RelAccX6,-39.3
14:18:46.665,RadarObj7,RelPosX7,5127.5
14:18:46.665,RadarObj7,RelPosY7,5420.400000000001
14:18:46.665,RadarObj7,RelVelX7,6399.700000000001
14:18:46.665,RadarObj7,RelAccX7,6482.700000000001
14:18:46.666,RadarObj8,RelPosX8,4767.3
14:18:46.666,RadarObj8,RelPosY8,5410.200000000001
14:18:46.666,RadarObj8,RelVelX8,-66.5
14:18:46.666,RadarObj8,RelAccX8,6473.900000000001
14:18:46.666,RadarObj9,RelPosX9,4604.200000000001
14:18:46.666,RadarObj9,RelPosY9,-401.69999999999993
14:18:46.666,RadarObj9,RelVelX9,-53.199999999999996
14:18:46.666,RadarObj9,RelAccX9,6454.5
14:18:46.666,RadarObj10,RelPosX10,5020.700000000001
14:18:46.666,RadarObj10,RelPosY10,-826.6
14:18:46.666,RadarObj10,RelVelX10,-7.5
14:18:46.666,RadarObj10,RelAccX10,-3.0999999999999943
14:18:46.766,VehicleStatus,VehicleSpeed,200.8
14:18:46.766,VehicleStatus,SteeringAngle,-2817.7
14:18:46.766,VehicleAccel,LateralAccel,3.162
14:18:46.766,LaneInfo,LaneC0,0.0
14:18:46.766,LaneInfo,LaneC1,0.0
14:18:46.766,LaneInfo,LaneC2,0.0
14:18:46.766,LaneInfo,LaneC3,1.0
14:18:46.766,RadarObj1,RelPosX1,4578.8
14:18:46.766,RadarObj1,RelPosY1,5310.900000000001
14:18:46.766,RadarObj1,RelVelX1,-37.199999999999996
14:18:46.766,RadarObj1,RelAccX1,6495.0
14:18:46.766,RadarObj2,RelPosX2,5484.900000000001
14:18:46.766,RadarObj2,RelPosY2,5089.400000000001
14:18:46.766,RadarObj2,RelVelX2,-71.0
14:18:46.766,RadarObj2,RelAccX2,6486.5
14:18:46.766,RadarObj3,RelPosX3,-137.79999999999995
14:18:46.766,RadarObj3,RelPosY3,-650.3
14:18:46.766,RadarObj3,RelVelX3,6427.900000000001
14:18:46.766,RadarObj3,RelAccX3,6479.1
14:18:46.766,RadarObj4,RelPosX4,-654.3
14:18:46.766,RadarObj4,RelPosY4,-725.4
14:18:46.766,RadarObj4,RelVelX4,-95.1
14:18:46.766,RadarObj4,RelAccX4,-40.0
14:18:46.766,RadarObj5,RelPosX5,4698.8
14:18:46.766,RadarObj5,RelPosY5,-3.5
14:18:46.766,RadarObj5,RelVelX5,-59.699999999999996
14:18:46.766,RadarObj5,RelAccX5,-39.7
14:18:46.767,RadarObj6,RelPosX6,-81.5
14:18:46.767,RadarObj6,RelPosY6,4578.200000000001
14:18:46.767,RadarObj6,RelVelX6,-45.4
14:18:46.767,RadarObj6,RelAccX6,-41.8
14:18:46.767,RadarObj7,RelPosX7,5356.3
14:18:46.767,RadarObj7,RelPosY7,-699.0
14:18:46.767,RadarObj7,RelVelX7,-47.099999999999994
14:18:46.767,RadarObj7,RelAccX7,6493.8
14:18:46.767,RadarObj8,RelPosX8,-436.79999999999995
14:18:46.767,RadarObj8,RelPosY8,4700.5
14:18:46.767,RadarObj8,RelVelX8,-57.599999999999994
14:18:46.767,RadarObj8,RelAccX8,-45.5
14:18:46.767,RadarObj9,RelPosX9,5514.200000000001
14:18:46.767,RadarObj9,RelPosY9,-828.4
14:18:46.767,RadarObj9,RelVelX9,-37.9
14:18:46.767,RadarObj9,RelAccX9,6471.1
14:18:46.767,RadarObj10,RelPosX10,4888.5
14:18:46.767,RadarObj10,RelPosY10,5316.200000000001
14:18:46.767,RadarObj10,RelVelX10,6403.700000000001
14:18:46.767,RadarObj10,RelAccX10,-37.2
14:18:46.867,VehicleStatus,VehicleSpeed,246.08
14:18:46.867,VehicleStatus,SteeringAngle,-4523.2
14:18:46.867,VehicleAccel,LateralAccel,57.097
14:18:46.867,LaneInfo,LaneC0,1.0
14:18:46.867,LaneInfo,LaneC1,1.0
14:18:46.867,LaneInfo,LaneC2,1.0
14:18:46.867,LaneInfo,LaneC3,1.0
14:18:46.867,RadarObj1,RelPosX1,4753.0
14:18:46.867,RadarObj1,RelPosY1,4588.5
14:18:46.867,RadarObj1,RelVelX1,-62.1
14:18:46.867,RadarObj1,RelAccX1,-49.8
14:18:46.867,RadarObj2,RelPosX2,4604.0
14:18:46.867,RadarObj2,RelPosY2,-538.8
14:18:46.867,RadarObj2,RelVelX2,-27.299999999999997
14:18:46.867,RadarObj2,RelAccX2,6485.200000000001
14:18:46.867,RadarObj3,RelPosX3,-51.89999999999998
14:18:46.867,RadarObj3,RelPosY3,5012.6
14:18:46.867,RadarObj3,RelVelX3,-54.9
14:18:46.867,RadarObj3,RelAccX3,6487.0
14:18:46.867,RadarObj4,RelPosX4,-23.0
14:18:46.867,RadarObj4,RelPosY4,5068.8
14:18:46.867,RadarObj4,RelVelX4,-26.099999999999994
14:18:46.867,RadarObj4,RelAccX4,-16.9
14:18:46.867,RadarObj5,RelPosX5,4702.200000000001
14:18:46.867,RadarObj5,RelPosY5,-927.7
14:18:46.867,RadarObj5,RelVelX5,-51.4
14:18:46.867,RadarObj5,RelAccX5,6497.5
14:18:46.867,RadarObj6,RelPosX6,4670.200000000001
14:18:46.867,RadarObj6,RelPosY6,4944.1
14:18:46.867,RadarObj6,RelVelX6,6421.400000000001
14:18:46.867,RadarObj6,RelAccX6,-34.7
14:18:46.867,RadarObj7,RelPosX7,5311.0
14:18:46.867,RadarObj7,RelPosY7,-515.3
14:18:46.867,RadarObj7,RelVelX7,6448.3
14:18:46.867,RadarObj7,RelAccX7,-14.899999999999999
14:18:46.867,RadarObj8,RelPosX8,-455.6
14:18:46.867,RadarObj8,RelPosY8,5510.8
14:18:46.867,RadarObj8,RelVelX8,-46.3
14:18:46.867,RadarObj8,RelAccX8,-42.7
14:18:46.867,RadarObj9,RelPosX9,4736.5
14:18:46.867,RadarObj9,RelPosY9,-376.29999999999995
14:18:46.867,RadarObj9,RelVelX9,-96.6
14:18:46.867,RadarObj9,RelAccX9,6463.200000000001
14:18:46.867,RadarObj10,RelPosX10,-631.0
14:18:46.867,RadarObj10,RelPosY10,4681.0
14:18:46.867,RadarObj10,RelVelX10,-2.1999999999999886
14:18:46.867,RadarObj10,RelAccX10,-6.399999999999999
14:18:46.969,VehicleStatus,VehicleSpeed,193.3
14:18:46.969,VehicleStatus,SteeringAngle,-4523.2
14:18:46.969,VehicleAccel,LateralAccel,0.977
14:18:46.969,LaneInfo,LaneC0,0.0
14:18:46.969,LaneInfo,LaneC1,1.0
14:18:46.969,LaneInfo,LaneC2,0.0
14:18:46.969,LaneInfo,LaneC3,0.0
14:18:46.969,RadarObj1,RelPosX1,5087.900000000001
14:18:46.969,RadarObj1,RelPosY1,5118.700000000001
14:18:46.969,RadarObj1,RelVelX1,6443.0
14:18:46.969,RadarObj1,RelAccX1,-31.4
14:18:46.969,RadarObj2,RelPosX2,4919.6
14:18:46.969,RadarObj2,RelPosY2,5107.1
14:18:46.969,RadarObj2,RelVelX2,-31.799999999999997
14:18:46.969,RadarObj2,RelAccX2,6462.5
14:18:46.969,RadarObj3,RelPosX3,4760.5
14:18:46.969,RadarObj3,RelPosY3,5135.700000000001
14:18:46.969,RadarObj3,RelVelX3,-55.099999999999994
14:18:46.969,RadarObj3,RelAccX3,-28.599999999999998
14:18:46.969,RadarObj4,RelPosX4,-640.4
14:18:46.969,RadarObj4,RelPosY4,5029.700000000001
14:18:46.969,RadarObj4,RelVelX4,6381.0
14:18:46.969,RadarObj4,RelAccX4,-22.099999999999998
14:18:46.969,RadarObj5,RelPosX5,5455.3
14:18:46.969,RadarObj5,RelPosY5,-568.8
14:18:46.969,RadarObj5,RelVelX5,-83.5
14:18:46.969,RadarObj5,RelAccX5,-14.600000000000001
14:18:46.970,RadarObj6,RelPosX6,-320.19999999999993
14:18:46.970,RadarObj6,RelPosY6,-666.3
14:18:46.970,RadarObj6,RelVelX6,-53.5
14:18:46.970,RadarObj6,RelAccX6,-2.5999999999999943
14:18:46.970,RadarObj7,RelPosX7,5304.5
14:18:46.970,RadarObj7,RelPosY7,-521.4
14:18:46.970,RadarObj7,RelVelX7,-12.299999999999997
14:18:46.970,RadarObj7,RelAccX7,6484.1
14:18:46.970,RadarObj8,RelPosX8,-422.29999999999995
14:18:46.970,RadarObj8,RelPosY8,-782.5
14:18:46.970,RadarObj8,RelVelX8,6452.1
14:18:46.970,RadarObj8,RelAccX8,-24.099999999999998
14:18:46.970,RadarObj9,RelPosX9,5301.3
14:18:46.970,RadarObj9,RelPosY9,4626.3
14:18:46.970,RadarObj9,RelVelX9,6388.700000000001
14:18:46.970,RadarObj9,RelAccX9,6488.6
14:18:46.970,RadarObj10,RelPosX10,-879.3
14:18:46.970,RadarObj10,RelPosY10,-399.29999999999995
14:18:46.970,RadarObj10,RelVelX10,-19.5
14:18:46.970,RadarObj10,RelAccX10,-43.1
14:18:47.069,VehicleStatus,VehicleSpeed,229.51
14:18:47.069,VehicleStatus,SteeringAngle,-4523.2
14:18:47.069,VehicleAccel,LateralAccel,4.656
14:18:47.069,LaneInfo,LaneC0,1.0
14:18:47.069,LaneInfo,LaneC1,1.0
14:18:47.069,LaneInfo,LaneC2,1.0
14:18:47.069,LaneInfo,LaneC3,0.0
14:18:47.070,RadarObj1,RelPosX1,5508.6
14:18:47.070,RadarObj1,RelPosY1,5153.5
14:18:47.070,RadarObj1,RelVelX1,-56.9
14:18:47.070,RadarObj1,RelAccX1,-40.5
14:18:47.070,RadarObj2,RelPosX2,5289.5
14:18:47.070,RadarObj2,RelPosY2,-648.2
14:18:47.070,RadarObj2,RelVelX2,-70.4
14:18:47.070,RadarObj2,RelAccX2,-3.5
14:18:47.070,RadarObj3,RelPosX3,4659.1
14:18:47.070,RadarObj3,RelPosY3,4717.5
14:18:47.070,RadarObj3,RelVelX3,-75.8
14:18:47.070,RadarObj3,RelAccX3,6467.3
14:18:47.070,RadarObj4,RelPosX4,5179.1
14:18:47.070,RadarObj4,RelPosY4,5495.1
14:18:47.070,RadarObj4,RelVelX4,6382.6
14:18:47.070,RadarObj4,RelAccX4,-18.7
14:18:47.070,RadarObj5,RelPosX5,4585.200000000001
14:18:47.070,RadarObj5,RelPosY5,5531.0
14:18:47.070,RadarObj5,RelVelX5,-63.8
14:18:47.070,RadarObj5,RelAccX5,6488.400000000001
14:18:47.070,RadarObj6,RelPosX6,5445.8
14:18:47.070,RadarObj6,RelPosY6,4599.0
14:18:47.070,RadarObj6,RelVelX6,-93.6
14:18:47.070,RadarObj6,RelAccX6,6477.900000000001
14:18:47.070,RadarObj7,RelPosX7,5419.1
14:18:47.070,RadarObj7,RelPosY7,4902.400000000001
14:18:47.070,RadarObj7,RelVelX7,6432.700000000001
14:18:47.070,RadarObj7,RelAccX7,6461.8
14:18:47.070,RadarObj8,RelPosX8,-94.29999999999995
14:18:47.070,RadarObj8,RelPosY8,-976.0
14:18:47.070,RadarObj8,RelVelX8,-77.0
14:18:47.070,RadarObj8,RelAccX8,-20.2
14:18:47.070,RadarObj9,RelPosX9,4559.8
14:18:47.070,RadarObj9,RelPosY9,5279.400000000001
14:18:47.070,RadarObj9,RelVelX9,6395.1
14:18:47.070,RadarObj9,RelAccX9,-29.799999999999997
14:18:47.070,RadarObj10,RelPosX10,-70.0
14:18:47.070,RadarObj10,RelPosY10,4743.200000000001
14:18:47.070,RadarObj10,RelVelX10,-10.599999999999994
14:18:47.070,RadarObj10,RelAccX10,6489.0
14:18:47.171,VehicleStatus,VehicleSpeed,189.46
14:18:47.171,VehicleStatus,SteeringAngle,-3302.7
14:18:47.171,VehicleAccel,LateralAccel,59.094
14:18:47.171,LaneInfo,LaneC0,1.0
14:18:47.171,LaneInfo,LaneC1,0.0
14:18:47.171,LaneInfo,LaneC2,1.0
14:18:47.171,LaneInfo,LaneC3,1.0
14:18:47.171,RadarObj1,RelPosX1,4963.3
14:18:47.171,RadarObj1,RelPosY1,-649.7
14:18:47.171,RadarObj1,RelVelX1,6391.200000000001
14:18:47.171,RadarObj1,RelAccX1,-28.9
14:18:47.171,RadarObj2,RelPosX2,-647.5
14:18:47.171,RadarObj2,RelPosY2,4712.5
14:18:47.171,RadarObj2,RelVelX2,6399.1
14:18:47.171,RadarObj2,RelAccX2,-22.299999999999997
14:18:47.171,RadarObj3,RelPosX3,-237.39999999999998
14:18:47.171,RadarObj3,RelPosY3,-373.0
14:18:47.171,RadarObj3,RelVelX3,6419.8
14:18:47.171,RadarObj3,RelAccX3,-14.399999999999999
14:18:47.171,RadarObj4,RelPosX4,4940.0
14:18:47.171,RadarObj4,RelPosY4,5019.8
14:18:47.171,RadarObj4,RelVelX4,6371.3
14:18:47.171,RadarObj4,RelAccX4,6469.3
14:18:47.171,RadarObj5,RelPosX5,-736.8
14:18:47.171,RadarObj5,RelPosY5,-146.0999999999999
14:18:47.171,RadarObj5,RelVelX5,6399.3
14:18:47.171,RadarObj5,RelAccX5,-34.9
14:18:47.172,RadarObj6,RelPosX6,4706.700000000001
14:18:47.172,RadarObj6,RelPosY6,4592.0
14:18:47.172,RadarObj6,RelVelX6,6392.200000000001
14:18:47.172,RadarObj6,RelAccX6,6494.400000000001
14:18:47.172,RadarObj7,RelPosX7,5336.900000000001
14:18:47.172,RadarObj7,RelPosY7,-839.0
14:18:47.172,RadarObj7,RelVelX7,-65.1
14:18:47.172,RadarObj7,RelAccX7,-27.0
14:18:47.172,RadarObj8,RelPosX8,4996.8
14:18:47.172,RadarObj8,RelPosY8,5057.700000000001
14:18:47.172,RadarObj8,RelVelX8,-65.69999999999999
14:18:47.172,RadarObj8,RelAccX8,-20.799999999999997
14:18:47.172,RadarObj9,RelPosX9,5020.6
14:18:47.172,RadarObj9,RelPosY9,4742.200000000001
14:18:47.172,RadarObj9,RelVelX9,6373.6
14:18:47.172,RadarObj9,RelAccX9,6499.900000000001
14:18:47.172,RadarObj10,RelPosX10,-741.7
14:18:47.172,RadarObj10,RelPosY10,5265.5
14:18:47.172,RadarObj10,RelVelX10,6415.1
14:18:47.172,RadarObj10,RelAccX10,6465.200000000001
14:18:47.272,VehicleStatus,VehicleSpeed,65.71000000000001
14:18:47.272,VehicleStatus,SteeringAngle,-6564.5
14:18:47.272,VehicleAccel,LateralAccel,2.328
14:18:47.272,LaneInfo,LaneC0,0.0
14:18:47.272,LaneInfo,LaneC1,0.0
14:18:47.272,LaneInfo,LaneC2,0.0
14:18:47.272,LaneInfo,LaneC3,0.0
14:18:47.272,RadarObj1,RelPosX1,-403.6
14:18:47.272,RadarObj1,RelPosY1,-941.5
14:18:47.272,RadarObj1,RelVelX1,-14.699999999999989
14:18:47.272,RadarObj1,RelAccX1,-44.6
14:18:47.272,RadarObj2,RelPosX2,-842.1
14:18:47.272,RadarObj2,RelPosY2,4737.900000000001
14:18:47.272,RadarObj2,RelVelX2,6411.3
14:18:47.272,RadarObj2,RelAccX2,6497.1
14:18:47.272,RadarObj3,RelPosX3,-509.2
14:18:47.272,RadarObj3,RelPosY3,-933.3
14:18:47.272,RadarObj3,RelVelX3,-8.199999999999989
14:18:47.272,RadarObj3,RelAccX3,-27.4
14:18:47.272,RadarObj4,RelPosX4,5098.700000000001
14:18:47.272,RadarObj4,RelPosY4,5519.400000000001
14:18:47.272,RadarObj4,RelVelX4,6435.900000000001
14:18:47.272,RadarObj4,RelAccX4,-0.09999999999999432
14:18:47.272,RadarObj5,RelPosX5,-551.7
14:18:47.272,RadarObj5,RelPosY5,5236.200000000001
14:18:47.272,RadarObj5,RelVelX5,6437.0
14:18:47.272,RadarObj5,RelAccX5,-5.399999999999999
14:18:47.272,RadarObj6,RelPosX6,5030.6
14:18:47.272,RadarObj6,RelPosY6,-508.5
14:18:47.272,RadarObj6,RelVelX6,6452.200000000001
14:18:47.272,RadarObj6,RelAccX6,6487.1
14:18:47.272,RadarObj7,RelPosX7,4895.3
14:18:47.272,RadarObj7,RelPosY7,5424.3
14:18:47.272,RadarObj7,RelVelX7,6392.6
14:18:47.272,RadarObj7,RelAccX7,-42.1
14:18:47.272,RadarObj8,RelPosX8,-934.1
14:18:47.272,RadarObj8,RelPosY8,-86.29999999999995
14:18:47.272,RadarObj8,RelVelX8,-65.1
14:18:47.272,RadarObj8,RelAccX8,6460.3
14:18:47.272,RadarObj9,RelPosX9,5530.400000000001
14:18:47.272,RadarObj9,RelPosY9,-247.5
14:18:47.272,RadarObj9,RelVelX9,-61.0
14:18:47.272,RadarObj9,RelAccX9,6500.200000000001
14:18:47.272,RadarObj10,RelPosX10,-287.69999999999993
14:18:47.272,RadarObj10,RelPosY10,5420.8
14:18:47.272,RadarObj10,RelVelX10,6410.700000000001
14:18:47.272,RadarObj10,RelAccX10,6474.400000000001
14:18:47.374,VehicleStatus,VehicleSpeed,76.82000000000001
14:18:47.374,VehicleStatus,SteeringAngle,-3349.3
14:18:47.374,VehicleAccel,LateralAccel,58.639
14:18:47.374,LaneInfo,LaneC0,0.0
14:18:47.374,LaneInfo,LaneC1,0.0
14:18:47.374,LaneInfo,LaneC2,0.0
14:18:47.374,LaneInfo,LaneC3,0.0
14:18:47.374,RadarObj1,RelPosX1,-395.19999999999993
14:18:47.374,RadarObj1,RelPosY1,4742.5
14:18:47.374,RadarObj1,RelVelX1,6387.8
14:18:47.374,RadarObj1,RelAccX1,-24.299999999999997
14:18:47.374,RadarObj2,RelPosX2,5269.1
14:18:47.374,RadarObj2,RelPosY2,4850.400000000001
14:18:47.374,RadarObj2,RelVelX2,6447.3
14:18:47.374,RadarObj2,RelAccX2,-36.8
14:18:47.374,RadarObj3,RelPosX3,-86.19999999999993
14:18:47.374,RadarObj3,RelPosY3,-198.39999999999998
14:18:47.374,RadarObj3,RelVelX3,6449.200000000001
14:18:47.374,RadarObj3,RelAccX3,6497.1
14:18:47.374,RadarObj4,RelPosX4,5236.200000000001
14:18:47.374,RadarObj4,RelPosY4,-8.399999999999977
14:18:47.374,RadarObj4,RelVelX4,6370.200000000001
14:18:47.374,RadarObj4,RelAccX4,-8.299999999999997
14:18:47.374,RadarObj5,RelPosX5,4595.3
14:18:47.374,RadarObj5,RelPosY5,4555.0
14:18:47.374,RadarObj5,RelVelX5,-5.299999999999997
14:18:47.374,RadarObj5,RelAccX5,-44.3
14:18:47.374,RadarObj6,RelPosX6,-867.3
14:18:47.374,RadarObj6,RelPosY6,-306.4
14:18:47.374,RadarObj6,RelVelX6,6452.0
14:18:47.374,RadarObj6,RelAccX6,6486.1
14:18:47.375,RadarObj7,RelPosX7,-495.5
14:18:47.375,RadarObj7,RelPosY7,-538.7
14:18:47.375,RadarObj7,RelVelX7,-64.3
14:18:47.375,RadarObj7,RelAccX7,-3.299999999999997
14:18:47.375,RadarObj8,RelPosX8,5424.400000000001
14:18:47.375,RadarObj8,RelPosY8,-962.9
14:18:47.375,RadarObj8,RelVelX8,6381.0
14:18:47.375,RadarObj8,RelAccX8,6484.700000000001
14:18:47.375,RadarObj9,RelPosX9,5233.5
14:18:47.375,RadarObj9,RelPosY9,4585.5
14:18:47.375,RadarObj9,RelVelX9,6435.8
14:18:47.375,RadarObj9,RelAccX9,6471.200000000001
14:18:47.375,RadarObj10,RelPosX10,-541.0
14:18:47.375,RadarObj10,RelPosY10,4579.0
14:18:47.375,RadarObj10,RelVelX10,-47.9
14:18:47.375,RadarObj10,RelAccX10,6485.900000000001
14:18:47.474,VehicleStatus,VehicleSpeed,76.04
14:18:47.474,VehicleStatus,SteeringAngle,-6424.9
14:18:47.475,VehicleAccel,LateralAccel,6.394
14:18:47.475,LaneInfo,LaneC0,0.0
14:18:47.475,LaneInfo,LaneC1,0.0
14:18:47.475,LaneInfo,LaneC2,0.0
14:18:47.475,LaneInfo,LaneC3,0.0
14:18:47.475,RadarObj1,RelPosX1,5195.0
14:18:47.475,RadarObj1,RelPosY1,4780.700000000001
14:18:47.475,RadarObj1,RelVelX1,6359.5
14:18:47.475,RadarObj1,RelAccX1,-45.3
14:18:47.475,RadarObj2,RelPosX2,5069.200000000001
14:18:47.475,RadarObj2,RelPosY2,4595.400000000001
14:18:47.475,RadarObj2,RelVelX2,6444.0
14:18:47.475,RadarObj2,RelAccX2,6457.200000000001
14:18:47.475,RadarObj3,RelPosX3,5130.3
14:18:47.475,RadarObj3,RelPosY3,4920.5
14:18:47.475,RadarObj3,RelVelX3,-99.7
14:18:47.475,RadarObj3,RelAccX3,6468.6
14:18:47.475,RadarObj4,RelPosX4,-700.0999999999999
14:18:47.475,RadarObj4,RelPosY4,-253.0
14:18:47.475,RadarObj4,RelVelX4,6364.1
14:18:47.475,RadarObj4,RelAccX4,6477.0
14:18:47.475,RadarObj5,RelPosX5,4823.700000000001
14:18:47.475,RadarObj5,RelPosY5,-928.4
14:18:47.475,RadarObj5,RelVelX5,-41.099999999999994
14:18:47.475,RadarObj5,RelAccX5,-20.9
14:18:47.475,RadarObj6,RelPosX6,5545.0
