Timestamp,LaneC0,LaneC1,LaneC2,LaneC3,LateralAccel,RelAccX1,RelAccX10,RelAccX2,RelAccX3,RelAccX4,RelAccX5,RelAccX6,RelAccX7,RelAccX8,RelAccX9,RelPosX1,RelPosX10,RelPosX2,RelPosX3,RelPosX4,RelPosX5,RelPosX6,RelPosX7,RelPosX8,RelPosX9,RelPosY1,RelPosY10,RelPosY2,RelPosY3,RelPosY4,RelPosY5,RelPosY6,RelPosY7,RelPosY8,RelPosY9,RelVelX1,RelVelX10,RelVelX2,RelVelX3,RelVelX4,RelVelX5,RelVelX6,RelVelX7,RelVelX8,RelVelX9,SteeringAngle,VehicleSpeed
23:23:14.734,1.0,1.0,1.0,0.0,5.893,-17.6,,-2.0999999999999943,6455.8,-2.1999999999999957,-10.699999999999996,-10.899999999999999,,,,-743.5999999999999,,5415.3,4967.200000000001,4585.0,-627.7,-182.79999999999995,,,,5273.3,,-40.39999999999998,5153.700000000001,5070.200000000001,-947.9,-199.5,,,,-32.0,,6415.700000000001,6402.700000000001,6451.200000000001,6373.8,6431.5,,,,-6913.8,173.14000000000001
23:23:14.735,,,,,,,-3.0999999999999943,,,,,,6458.200000000001,-0.7999999999999972,6469.3,,-71.39999999999998,,,,,,-503.0,4823.6,4758.700000000001,,-690.9,,,,,,-768.3,-659.5,-937.5,,-7.599999999999994,,,,,,-24.39999999999999,-54.0,-59.4,,
23:23:14.835,1.0,1.0,0.0,0.0,58.678000000000004,6471.1,6480.700000000001,6469.700000000001,6483.0,-8.099999999999994,-44.6,6487.3,6495.200000000001,6467.5,-35.4,5147.700000000001,-36.09999999999991,-824.2,-869.2,-545.0,-156.69999999999993,-762.5,-310.4,-779.2,-162.69999999999993,5402.400000000001,-38.69999999999993,-724.7,-43.5,-2.699999999999932,5266.8,-270.79999999999995,5019.8,-172.0999999999999,5239.900000000001,-2.1999999999999886,6368.0,6412.8,6401.3,6400.400000000001,6385.200000000001,-87.2,6444.400000000001,6409.5,6415.6,-4523.2,182.1
23:23:14.935,1.0,0.0,0.0,1.0,8.754,-45.8,,6483.8,6462.0,,,,,,,5548.8,,-548.5999999999999,-224.5999999999999,,,,,,,4598.5,,5139.200000000001,-617.4,,,,,,,-89.2,,-4.699999999999989,6359.900000000001,,,,,,,-4523.2,225.77
23:23:14.936,,,,,,,-15.899999999999999,,,-41.7,-17.799999999999997,-31.8,6459.200000000001,-30.7,-7.5,,-36.39999999999998,,,-372.4,-485.5,-126.0,4699.200000000001,5120.3,-516.8,,-829.4,,,-609.9,5510.6,-278.5999999999999,-849.3,-392.4,5176.3,,6397.400000000001,,,-39.099999999999994,6375.5,-81.2,6445.1,6423.200000000001,6373.6,,
23:23:15.036,1.0,1.0,1.0,1.0,64.453,-4.699999999999996,,-2.0,6470.6,6464.8,-21.799999999999997,-25.2,6502.400000000001,6472.8,6480.400000000001,-14.799999999999955,,-81.39999999999998,-726.5,4718.900000000001,4966.6,-360.69999999999993,5165.3,4561.1,-443.69999999999993,-149.0999999999999,,5491.5,5200.0,-796.5,4612.1,-2.8999999999999773,5051.8,-879.4,4809.8,-85.5,,-80.8,-69.4,6353.8,-55.199999999999996,-44.0,-20.89999999999999,-74.9,-93.1,-7248.8,217.9
23:23:15.037,,,,,,,6459.700000000001,,,,,,,,,,-525.7,,,,,,,,,,5083.6,,,,,,,,,,6366.5,,,,,,,,,,
23:23:15.137,1.0,1.0,1.0,0.0,59.624,6453.8,,-7.599999999999994,-38.2,6496.5,6496.900000000001,,,,,5480.6,,-491.0,5493.200000000001,-736.0999999999999,-317.0,,,,,-864.5,,-695.3,5480.6,4667.400000000001,-279.79999999999995,,,,,-21.599999999999994,,-95.7,-56.4,6395.8,-31.200000000000003,,,,,-4523.299999999999,249.37
23:23:15.138,,,,,,,6499.900000000001,,,,,6476.700000000001,-24.299999999999997,-11.799999999999997,6490.400000000001,,-815.2,,,,,4665.700000000001,-329.0999999999999,-561.4,5480.3,,5041.900000000001,,,,,-162.39999999999998,-646.2,-101.09999999999991,4908.200000000001,,6365.6,,,,,6402.700000000001,6371.6,6361.200000000001,6383.700000000001,,
23:23:15.239,1.0,1.0,1.0,0.0,7.922000000000001,6486.700000000001,,6468.200000000001,,,,,,,,4678.5,,-563.0,,,,,,,,4725.8,,-648.3,,,,,,,,6438.1,,6427.1,,,,,,,,-4523.299999999999,233.62
23:23:15.240,,,,,,,-8.0,,-41.7,6489.3,-40.4,6497.200000000001,6492.6,-50.0,6497.900000000001,,4898.8,,5312.900000000001,-941.7,-481.19999999999993,4907.900000000001,5447.0,-473.4,5481.6,,-174.29999999999995,,-70.09999999999991,4906.400000000001,4602.6,-803.3,-197.89999999999998,-638.0999999999999,4762.0,,-44.699999999999996,,-69.1,-18.299999999999997,-92.5,-24.39999999999999,6368.8,6355.0,6403.400000000001,,
23:23:15.340,1.0,0.0,0.0,0.0,8.743,-41.0,,,,,,,,,,-305.29999999999995,,,,,,,,,,4986.3,,,,,,,,,,6399.3,,,,,,,,,,-4523.299999999999,110.82000000000001
23:23:15.341,,,,,,,6465.900000000001,-5.799999999999997,6492.3,6503.200000000001,-42.2,-34.9,6490.1,6457.0,6484.3,,4989.8,4597.400000000001,5389.1,-419.6,-900.0,5045.3,-649.2,4659.8,-339.79999999999995,,5354.400000000001,-225.79999999999995,5163.0,4946.200000000001,5035.1,4588.3,-641.2,-921.0,-625.9,,-90.1,-78.1,6376.700000000001,6381.3,6367.1,6368.200000000001,6421.6,-10.399999999999991,6396.1,,
23:23:15.442,1.0,1.0,0.0,0.0,63.392,-13.0,-15.5,-29.7,6466.0,-29.0,-40.7,6478.0,-29.299999999999997,6464.900000000001,6498.0,5023.900000000001,-991.6,-480.9,5322.1,5444.700000000001,-983.8,-437.0,4827.6,-137.5,-439.6,5341.700000000001,-889.3,4920.0,-440.9,5538.5,-464.9,-823.0,-390.0,5506.8,5104.8,6429.900000000001,-83.9,-36.099999999999994,6400.8,-1.5999999999999943,6386.0,6433.6,-82.8,-99.7,-54.199999999999996,-4523.2,55.04
23:23:15.544,0.0,1.0,0.0,0.0,7.083,-35.3,,-49.7,6468.1,-39.0,,,,,,5202.6,,5043.8,-183.19999999999993,4857.200000000001,,,,,,-916.1,,-956.2,-818.9,-579.5,,,,,,6436.8,,6363.8,6426.200000000001,-8.199999999999989,,,,,,-4523.2,173.86
23:23:15.545,,,,,,,6488.900000000001,,,,-19.0,6485.900000000001,-6.399999999999999,6490.6,6503.400000000001,,-572.7,,,,4746.400000000001,-891.7,-922.5,5080.700000000001,4789.3,,-889.2,,,,5105.200000000001,5363.6,4771.1,-668.9,5044.1,,6423.3,,,,6425.900000000001,6409.0,6367.900000000001,6362.8,6427.3,,
23:23:15.649,0.0,0.0,0.0,1.0,2.956,6456.6,,,,,,,,,,5242.900000000001,,,,,,,,,,-573.3,,,,,,,,,,6449.6,,,,,,,,,,-4523.299999999999,219.64000000000001
23:23:15.650,,,,,,,6472.8,6454.700000000001,-21.099999999999998,-35.7,-4.899999999999999,6462.900000000001,6465.200000000001,6472.700000000001,-43.6,,4983.400000000001,-543.9,5452.700000000001,4901.700000000001,4580.700000000001,-699.4,-906.6,-479.69999999999993,-92.19999999999993,,4956.5,4930.8,4561.700000000001,4855.900000000001,4938.6,-778.9,4695.200000000001,-827.4,4729.400000000001,,6371.1,6417.400000000001,6405.5,6363.6,-19.69999999999999,-31.5,6442.900000000001,6443.5,-91.1,,
23:23:15.750,0.0,1.0,1.0,1.0,6.603,6494.700000000001,,-36.2,-22.599999999999998,6476.1,6468.900000000001,6461.1,6453.900000000001,,,5208.0,,4875.8,5506.400000000001,4847.400000000001,5033.1,5014.400000000001,4963.200000000001,,,-131.39999999999998,,-617.5999999999999,5393.200000000001,-148.89999999999998,-424.69999999999993,4933.200000000001,-551.5,,,6377.5,,6446.8,6419.5,-16.19999999999999,6431.5,-81.2,6434.900000000001,,,-2926.8999999999996,128.13
23:23:15.751,,,,,,,-20.599999999999998,,,,,,,6497.0,6454.900000000001,,-628.8,,,,,,,4956.200000000001,-690.8,,-733.0999999999999,,,,,,,-327.29999999999995,5269.400000000001,,6445.8,,,,,,,-95.2,-36.199999999999996,,
23:23:15.851,1.0,1.0,0.0,0.0,61.261,-40.1,-34.2,-11.099999999999994,-33.2,6458.3,6459.8,6481.400000000001,6461.900000000001,-50.0,6475.900000000001,-478.0,5431.1,5189.900000000001,5285.3,5180.0,-521.0999999999999,-160.69999999999993,-930.1,5435.200000000001,-986.0,4937.400000000001,5308.900000000001,5229.900000000001,-38.89999999999998,5019.700000000001,4626.400000000001,5130.0,-626.5999999999999,-384.69999999999993,-15.5,-2.3999999999999915,6435.200000000001,-66.19999999999999,6439.0,6368.8,6354.8,6357.200000000001,6363.0,-5.5,-39.099999999999994,-4523.299999999999,230.78
23:23:15.952,1.0,0.0,0.0,0.0,2.665,6503.5,,-17.799999999999997,-25.799999999999997,6461.200000000001,6488.3,6475.5,6490.200000000001,,,-946.8,,-932.4,4869.400000000001,-522.2,-574.0,5408.6,-780.0,,,4972.0,,-259.9,-216.5999999999999,-645.0999999999999,-559.7,-416.5,-386.9,,,-79.5,,-85.7,-45.3,6415.8,-40.5,6431.700000000001,6404.200000000001,,,-6885.1,73.61
23:23:15.953,,,,,,,-15.699999999999996,,,,,,,6485.6,6481.0,,-649.7,,,,,,,4795.1,5411.700000000001,,4592.3,,,,,,,4910.1,-623.3,,-98.4,,,,,,,6357.700000000001,-34.5,,
23:23:16.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7209.6,234.24
23:23:16.054,0.0,1.0,0.0,1.0,1.2630000000000001,-49.2,,-15.0,-12.299999999999997,,,,,,,-864.3,,5023.8,-231.29999999999995,,,,,,,-537.5,,-780.2,-420.79999999999995,,,,,,,6359.5,,6408.6,6387.3,,,,,,,,
23:23:16.055,,,,,,,6454.6,,,-40.4,-4.0,-5.299999999999997,-17.6,6459.900000000001,-38.3,,4924.700000000001,,,5276.1,-518.5999999999999,5087.700000000001,4581.6,4792.700000000001,-139.0999999999999,,-404.19999999999993,,,5041.700000000001,4640.1,5014.900000000001,-713.4,-892.7,5413.700000000001,,6389.1,,,6358.200000000001,-23.599999999999994,-29.0,6355.6,6356.1,-58.0,,
23:23:16.155,1.0,0.0,1.0,0.0,6.764,-8.599999999999994,,-47.5,-39.3,,,,,,,5150.1,,5191.900000000001,-679.2,,,,,,,4593.1,,-786.0,-642.8,,,,,,,6410.200000000001,,-95.6,6426.8,,,,,,,-4523.299999999999,117.85000000000001
23:23:16.156,,,,,,,-5.199999999999996,,,-32.0,6502.8,-44.1,6479.1,6498.3,6461.8,,4871.0,,,5477.6,-711.2,-708.5,5385.5,-859.3,-340.0,,4693.5,,,4727.200000000001,4838.8,4721.0,5136.400000000001,-115.0,5354.1,,-98.2,,,6362.3,6398.6,6451.700000000001,-71.5,6381.3,-21.099999999999994,,
23:23:16.256,1.0,0.0,0.0,1.0,62.719,-1.8999999999999986,6455.3,-42.7,-48.9,6455.400000000001,6492.900000000001,6480.8,6481.200000000001,-37.1,6474.700000000001,4963.400000000001,-912.8,5534.3,-202.19999999999993,4941.400000000001,-358.29999999999995,5405.6,5486.3,-127.09999999999991,5312.1,-861.0,4580.1,-302.9,5271.0,4786.5,5017.400000000001,-795.1,-49.69999999999993,5539.900000000001,-478.79999999999995,6427.0,-83.5,6392.900000000001,-22.299999999999997,-64.0,-86.7,-53.4,-17.39999999999999,6377.8,6435.5,-4523.299999999999,230.02
23:23:16.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4523.2,18.13
23:23:16.357,1.0,0.0,1.0,0.0,65.313,6474.900000000001,-46.9,-17.4,6457.900000000001,6482.700000000001,-22.299999999999997,-32.099999999999994,6484.700000000001,-46.7,6479.1,5355.6,4950.700000000001,-514.3,-742.5999999999999,-309.0,-616.7,5279.200000000001,-343.19999999999993,-333.69999999999993,4989.8,-123.69999999999993,-623.5999999999999,5093.200000000001,5157.400000000001,-830.5,-340.69999999999993,-460.9,-376.0,-526.8,4802.1,-78.2,-60.699999999999996,-76.0,6414.8,6439.1,-23.799999999999997,6366.0,-39.699999999999996,6445.400000000001,6444.0,,
23:23:16.457,0.0,1.0,0.0,1.0,5.8660000000000005,6473.3,6503.3,6458.6,6499.3,6498.0,6473.5,6495.3,-25.2,6479.200000000001,6471.0,5518.3,-275.5,5240.3,5543.8,-924.9,-183.29999999999995,-610.7,5428.700000000001,4839.6,-992.7,4584.400000000001,5197.200000000001,4892.0,-340.5,5382.900000000001,4723.400000000001,-627.5999999999999,4959.0,-186.19999999999993,5233.6,-24.299999999999997,6428.8,-48.0,-64.4,6391.400000000001,-99.1,-28.0,-33.0,6415.5,6379.1,-4523.299999999999,116.33
23:23:16.558,0.0,1.0,0.0,0.0,4.909,-8.5,,6492.0,-22.799999999999997,-33.099999999999994,,,,,,-361.79999999999995,,-326.79999999999995,-29.199999999999932,4747.5,,,,,,-108.5,,-801.9,4887.6,-911.7,,,,,,-85.8,,-37.699999999999996,6368.700000000001,6432.0,,,,,,-6703.1,132.59
23:23:16.559,,,,,,,6494.1,,,,6490.6,-30.9,6470.200000000001,6502.5,6490.900000000001,,-115.39999999999998,,,,5256.700000000001,-297.5999999999999,-510.7,5355.900000000001,-882.9,,-765.5,,,,5037.200000000001,4872.0,5321.1,4656.3,-826.1,,6391.700000000001,,,,-26.0,-66.9,6371.700000000001,6356.900000000001,6380.700000000001,,
23:23:16.659,1.0,0.0,1.0,1.0,65.372,6500.8,6491.8,6457.8,6454.0,-42.3,6481.200000000001,-17.699999999999996,6469.3,-37.3,6488.8,-912.6,5312.5,4892.700000000001,5553.5,5033.5,5509.0,-530.8,4936.700000000001,5028.0,4742.6,-580.7,5438.900000000001,-35.5,5529.0,5083.1,5465.8,4862.700000000001,-398.4,4643.900000000001,4585.8,-95.6,-40.8,-25.299999999999997,-31.700000000000003,-85.2,-76.9,-39.599999999999994,6424.5,-52.0,-84.3,-7077.1,219.92000000000002
23:23:16.760,1.0,0.0,0.0,0.0,7.6850000000000005,6462.6,-12.5,-32.8,6481.3,-13.199999999999996,-24.099999999999998,-8.5,-0.5999999999999943,6457.1,-24.2,4940.200000000001,-591.5999999999999,5099.6,-532.5999999999999,5113.1,4847.0,5547.6,-828.2,5438.6,-236.69999999999993,-526.4,4699.3,-918.7,-80.19999999999993,-614.5999999999999,5461.8,-357.5,-978.2,-31.299999999999955,4716.1,6424.8,-67.1,-71.9,-20.099999999999994,6420.3,-24.299999999999997,-42.4,-3.299999999999997,-98.0,-41.8,-1462.5,3.14
23:23:16.861,1.0,0.0,0.0,0.0,56.312000000000005,-5.799999999999997,6497.5,-37.7,6482.400000000001,-46.0,6471.8,6476.8,6482.0,6460.400000000001,-11.199999999999996,4693.0,-144.19999999999993,-159.0,-964.4,-120.29999999999995,5131.400000000001,5275.400000000001,5231.200000000001,-249.0999999999999,5094.700000000001,4763.1,-377.0,5075.0,5280.400000000001,5085.900000000001,5527.0,5366.3,-599.0,-326.4,-33.59999999999991,6439.1,-66.8,6388.1,6443.5,-54.099999999999994,6410.200000000001,-17.19999999999999,6358.5,-60.3,-80.8,-4523.299999999999,221.18
23:23:16.961,0.0,0.0,1.0,1.0,2.049,6482.400000000001,,,,,,,,,,-878.6,,,,,,,,,,4881.5,,,,,,,,,,6443.5,,,,,,,,,,-5684.299999999999,213.61
23:23:16.962,,,,,,,-2.1999999999999957,-10.899999999999999,-24.2,-8.0,-43.5,-24.4,6464.3,6497.700000000001,-19.0,,-304.79999999999995,5153.3,-294.79999999999995,-224.39999999999998,-207.29999999999995,5473.0,5093.200000000001,5235.900000000001,-741.8,,-513.8,5267.700000000001,5052.3,5153.700000000001,5527.900000000001,5158.0,4861.700000000001,4618.900000000001,-234.29999999999995,,6390.6,-26.700000000000003,-99.1,-84.9,-95.7,-19.0,6443.6,6385.200000000001,-19.599999999999994,,
23:23:17.062,1.0,1.0,0.0,0.0,3.922,-5.0,,6466.3,-23.299999999999997,6470.3,-19.299999999999997,6453.900000000001,6476.5,6476.400000000001,6456.200000000001,-35.0,,-65.0,5338.3,-384.69999999999993,-475.0,-732.3,-874.7,5006.0,4564.200000000001,-24.799999999999955,,4564.0,5078.6,5059.400000000001,5351.5,-421.19999999999993,4608.5,-169.39999999999998,-388.5,6382.1,,-2.0999999999999943,-55.099999999999994,-18.299999999999997,-1.8999999999999915,-38.8,-66.8,6443.0,-7.699999999999989,-7193.7,100.41
23:23:17.063,,,,,,,-23.9,,,,,,,,,,4559.6,,,,,,,,,,5178.6,,,,,,,,,,-58.8,,,,,,,,,,
23:23:17.163,0.0,1.0,0.0,0.0,4.08,6460.900000000001,,6456.6,6460.200000000001,6489.8,6500.1,-40.6,,,,-193.79999999999995,,-777.4,-973.8,-975.2,5211.700000000001,-811.4,,,,-602.5999999999999,,-981.7,4943.1,5451.700000000001,5510.6,5118.8,,,,6442.6,,6439.1,6408.3,6396.900000000001,-72.6,-42.0,,,,-4085.2,23.27
23:23:17.164,,,,,,,-1.5,,,,,,-38.0,6461.400000000001,6455.5,,4888.0,,,,,,5416.900000000001,-163.0999999999999,-17.399999999999977,,-163.0999999999999,,,,,,-217.89999999999998,-114.29999999999995,5523.400000000001,,6359.0,,,,,,-92.9,6399.700000000001,6430.5,,
23:23:17.265,0.0,1.0,1.0,0.0,57.571,-10.399999999999999,-2.3999999999999986,-3.3999999999999986,6463.1,6480.8,-29.9,6492.8,-11.5,-39.5,6492.5,-977.4,5251.700000000001,-955.6,-448.0,-905.8,-329.5,5304.3,-431.5,5206.0,-494.5,5447.5,-431.6,5079.5,-903.2,4734.3,4844.200000000001,5482.3,5047.0,4570.0,5327.0,6408.3,6414.1,-7.799999999999997,6360.700000000001,-33.0,6404.8,-93.8,6389.0,6369.5,-65.8,-4523.2,166.13
23:23:17.365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4523.299999999999,100.07000000000001
23:23:17.366,0.0,1.0,0.0,0.0,8.094,6501.5,6458.5,-3.3999999999999986,6466.8,-35.4,-12.199999999999996,-36.1,-47.2,6474.1,-1.3999999999999986,-939.0,5328.0,-361.69999999999993,5361.700000000001,-838.1,5037.5,-38.39999999999998,-999.4,-731.0,5232.5,-442.9,4658.200000000001,5395.900000000001,5231.1,-944.2,-58.19999999999993,4680.3,-297.4,-640.5,-1.0,-68.5,-89.3,6414.700000000001,-48.3,-66.8,6430.900000000001,6380.200000000001,-40.9,-5.299999999999997,-66.8,,
23:23:17.466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4523.2,21.59
23:23:17.467,0.0,1.0,1.0,0.0,56.108000000000004,-24.299999999999997,6491.900000000001,6456.3,-45.1,-25.7,-48.1,6482.900000000001,-37.3,6487.0,6463.1,5140.8,4810.900000000001,-189.89999999999998,-120.59999999999991,4866.700000000001,-830.1,-189.5999999999999,-568.2,5411.5,5327.3,-212.5,5006.6,-865.4,5282.400000000001,5069.700000000001,-458.6,4629.5,4674.200000000001,4759.1,5385.400000000001,6363.400000000001,6416.6,6403.0,-21.39999999999999,-52.199999999999996,6411.400000000001,-32.89999999999999,6407.6,-35.7,6359.0,,
23:23:17.568,0.0,1.0,0.0,1.0,63.336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6033.8,163.9
23:23:17.569,,,,,,6464.0,-10.799999999999997,6488.200000000001,-48.7,-16.5,-40.8,-13.799999999999997,6455.900000000001,6464.900000000001,-13.699999999999996,-643.7,4709.1,5240.0,-880.0,-589.3,5220.5,-774.4,5014.200000000001,4684.700000000001,5304.5,5257.6,-568.4,4648.900000000001,5407.6,-782.6,4763.700000000001,-870.9,-892.0,-173.69999999999993,4666.1,-68.2,-85.2,6376.5,6429.1,6402.1,6421.0,6406.3,-66.5,-17.39999999999999,6388.900000000001,,
23:23:17.669,0.0,0.0,0.0,1.0,62.416000000000004,-21.0,-19.599999999999998,6475.1,-18.9,-15.5,-16.299999999999997,6501.1,-40.9,-7.899999999999999,6468.900000000001,-288.69999999999993,-484.6,-990.4,-356.69999999999993,-285.19999999999993,-133.0,-346.29999999999995,4934.8,4987.8,4744.1,-143.19999999999993,5177.6,-423.0,4557.8,4888.8,5490.200000000001,5174.200000000001,-453.79999999999995,-944.7,-503.7,-4.5,-74.9,6356.5,6410.200000000001,-17.299999999999997,-10.099999999999994,6380.5,-49.8,6365.6,-28.39999999999999,-4523.299999999999,49.71
23:23:17.770,0.0,0.0,0.0,0.0,0.135,-22.599999999999998,6493.700000000001,-25.7,6496.700000000001,-41.8,-33.099999999999994,6500.3,6495.0,-36.1,-35.8,-385.0,-801.1,-863.2,4831.900000000001,4586.400000000001,4991.900000000001,-227.39999999999998,-141.29999999999995,5039.700000000001,-782.7,-534.8,-917.2,-315.5,-830.7,-446.5,-554.0,5461.8,5297.0,-55.799999999999955,-695.2,-15.099999999999994,6449.0,-90.4,-24.200000000000003,6364.900000000001,6422.700000000001,6410.700000000001,-83.0,-18.0,-75.6,-4523.299999999999,185.56
23:23:17.871,0.0,0.0,0.0,0.0,61.831,-5.199999999999996,-7.599999999999994,-49.4,-42.7,6495.1,-23.599999999999998,-39.5,-43.0,6481.0,6487.400000000001,4609.400000000001,5317.3,5344.5,-302.79999999999995,5285.400000000001,-816.2,-707.3,5481.0,-460.5,5152.5,5298.0,5182.1,4718.8,4762.400000000001,4616.0,4774.6,-119.29999999999995,-980.2,-255.29999999999995,4885.400000000001,-74.8,-74.5,6399.3,6382.200000000001,6438.3,-40.699999999999996,6403.1,6426.900000000001,6419.8,-60.8,-4523.2,122.77
23:23:17.972,,,,,3.189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3657.3999999999996,183.89000000000001
23:23:17.973,0.0,0.0,0.0,1.0,,6466.200000000001,6480.200000000001,-14.5,6493.400000000001,-1.5999999999999943,6466.5,6474.400000000001,-26.0,6478.6,-18.0,-933.9,-490.79999999999995,5313.8,-615.7,5377.0,-461.29999999999995,4905.3,4627.6,5012.8,5165.3,4965.400000000001,4581.0,4684.200000000001,4681.1,-218.39999999999998,4707.3,-587.4,4717.700000000001,5433.700000000001,5437.400000000001,6446.6,6413.5,-94.1,6373.8,-78.1,6411.3,-93.8,6381.1,-42.099999999999994,6422.8,,
23:23:18.073,1.0,1.0,1.0,1.0,4.722,6473.900000000001,-39.1,6491.6,6502.8,-6.099999999999994,-16.799999999999997,-31.0,-1.3999999999999986,6455.6,6465.1,-545.9,-889.2,-817.3,5306.3,-979.0,5037.200000000001,-831.7,-517.8,4792.6,-949.1,5462.6,5013.6,4621.700000000001,5472.1,-939.7,-614.0,5427.700000000001,-11.5,4672.400000000001,-654.0999999999999,6372.900000000001,-93.0,-41.199999999999996,-63.699999999999996,6421.1,-87.1,6434.900000000001,-3.5999999999999943,6358.8,-35.7,-4523.299999999999,141.74
23:23:18.174,1.0,1.0,1.0,0.0,55.781,6499.200000000001,6478.400000000001,-45.3,6501.3,6480.700000000001,-18.0,-32.3,-15.399999999999999,6454.1,-33.2,-78.79999999999995,-799.7,-779.0,-337.4,4833.700000000001,-845.5,-752.6,5319.5,5235.3,-795.6,-929.0,-918.7,-386.6,5040.400000000001,4956.3,4977.700000000001,-214.5999999999999,-562.7,5178.0,-715.7,-59.9,-68.7,-24.89999999999999,6381.200000000001,6434.0,-96.0,-25.39999999999999,-37.199999999999996,6442.0,-18.69999999999999,-2714.0,36.77
23:23:18.274,1.0,0.0,1.0,1.0,57.787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6336.9,174.3
