Timestamp/DeltaT,Message,Signal,Value
12:44:17.465,VehicleAccel,LateralAccel,63.874
12:44:17.465,LaneInfo,LaneC0,0.0
12:44:17.465,LaneInfo,LaneC1,0.0
12:44:17.465,LaneInfo,LaneC2,0.0
12:44:17.465,LaneInfo,LaneC3,1.0
12:44:17.465,RadarObj1,RelPosX1,-831.9
12:44:17.465,RadarObj1,RelPosY1,-78.39999999999998
12:44:17.465,RadarObj1,RelVelX1,6441.5
12:44:17.465,RadarObj1,RelAccX1,6473.5
12:44:17.465,RadarObj2,RelPosX2,5442.700000000001
12:44:17.465,RadarObj2,RelPosY2,-539.5999999999999
12:44:17.465,RadarObj2,RelVelX2,6371.200000000001
12:44:17.465,RadarObj2,RelAccX2,6472.1
12:44:17.465,RadarObj3,RelPosX3,-159.79999999999995
12:44:17.465,RadarObj3,RelPosY3,5016.700000000001
12:44:17.465,RadarObj3,RelVelX3,-38.9
12:44:17.465,RadarObj3,RelAccX3,-29.9
12:44:17.466,RadarObj4,RelPosX4,-670.5
12:44:17.466,RadarObj4,RelPosY4,5141.700000000001
12:44:17.466,RadarObj4,RelVelX4,-49.099999999999994
12:44:17.466,RadarObj4,RelAccX4,-16.9
12:44:17.466,RadarObj5,RelPosX5,-952.9
12:44:17.466,RadarObj5,RelPosY5,4606.5
12:44:17.466,RadarObj5,RelVelX5,6444.1
12:44:17.466,RadarObj5,RelAccX5,6471.3
12:44:17.466,RadarObj6,RelPosX6,-520.3
12:44:17.466,RadarObj6,RelPosY6,-169.29999999999995
12:44:17.466,RadarObj6,RelVelX6,-67.1
12:44:17.466,RadarObj6,RelAccX6,6463.0
12:44:17.466,RadarObj7,RelPosX7,4970.900000000001
12:44:17.466,RadarObj7,RelPosY7,4903.8
12:44:17.466,RadarObj7,RelVelX7,-31.599999999999994
12:44:17.466,RadarObj7,RelAccX7,-27.299999999999997
12:44:17.466,RadarObj8,RelPosX8,5282.700000000001
12:44:17.466,RadarObj8,RelPosY8,5329.900000000001
12:44:17.466,RadarObj8,RelVelX8,6427.900000000001
12:44:17.466,RadarObj8,RelAccX8,6469.200000000001
12:44:17.466,RadarObj9,RelPosX9,4984.200000000001
12:44:17.466,RadarObj9,RelPosY9,-663.4
12:44:17.466,RadarObj9,RelVelX9,6395.0
12:44:17.466,RadarObj9,RelAccX9,-25.299999999999997
12:44:17.466,RadarObj10,RelPosX10,5518.6
12:44:17.466,RadarObj10,RelPosY10,-281.79999999999995
12:44:17.466,RadarObj10,RelVelX10,6364.900000000001
12:44:17.466,RadarObj10,RelAccX10,-27.2
12:44:17.566,VehicleStatus,VehicleSpeed,182.01
12:44:17.566,VehicleStatus,SteeringAngle,-4523.2
12:44:17.566,VehicleAccel,LateralAccel,64.849
12:44:17.566,LaneInfo,LaneC0,0.0
12:44:17.566,LaneInfo,LaneC1,0.0
12:44:17.566,LaneInfo,LaneC2,1.0
12:44:17.566,LaneInfo,LaneC3,1.0
12:44:17.566,RadarObj1,RelPosX1,-775.2
12:44:17.566,RadarObj1,RelPosY1,-135.89999999999998
12:44:17.566,RadarObj1,RelVelX1,-95.2
12:44:17.566,RadarObj1,RelAccX1,-18.7
12:44:17.566,RadarObj2,RelPosX2,-525.8
12:44:17.566,RadarObj2,RelPosY2,-654.8
12:44:17.566,RadarObj2,RelVelX2,6399.6
12:44:17.566,RadarObj2,RelAccX2,-28.4
12:44:17.566,RadarObj3,RelPosX3,-832.0
12:44:17.566,RadarObj3,RelPosY3,-865.1
12:44:17.566,RadarObj3,RelVelX3,6414.5
12:44:17.566,RadarObj3,RelAccX3,6456.3
12:44:17.566,RadarObj4,RelPosX4,-654.3
12:44:17.566,RadarObj4,RelPosY4,-663.5
12:44:17.566,RadarObj4,RelVelX4,6386.3
12:44:17.566,RadarObj4,RelAccX4,-19.0
12:44:17.566,RadarObj5,RelPosX5,-781.8
12:44:17.566,RadarObj5,RelPosY5,-970.7
12:44:17.566,RadarObj5,RelVelX5,6361.900000000001
12:44:17.566,RadarObj5,RelAccX5,-13.399999999999999
12:44:17.566,RadarObj6,RelPosX6,-919.7
12:44:17.566,RadarObj6,RelPosY6,4638.3
12:44:17.566,RadarObj6,RelVelX6,-85.3
12:44:17.566,RadarObj6,RelAccX6,6503.200000000001
12:44:17.567,RadarObj7,RelPosX7,-462.19999999999993
12:44:17.567,RadarObj7,RelPosY7,-974.4
12:44:17.567,RadarObj7,RelVelX7,-89.7
12:44:17.567,RadarObj7,RelAccX7,6494.5
12:44:17.567,RadarObj8,RelPosX8,-158.5999999999999
12:44:17.567,RadarObj8,RelPosY8,-803.0
12:44:17.567,RadarObj8,RelVelX8,-86.1
12:44:17.567,RadarObj8,RelAccX8,6486.400000000001
12:44:17.567,RadarObj9,RelPosX9,4917.6
12:44:17.567,RadarObj9,RelPosY9,-438.9
12:44:17.567,RadarObj9,RelVelX9,-70.8
12:44:17.567,RadarObj9,RelAccX9,-26.0
12:44:17.567,RadarObj10,RelPosX10,4996.0
12:44:17.567,RadarObj10,RelPosY10,-767.1
12:44:17.567,RadarObj10,RelVelX10,-70.8
12:44:17.567,RadarObj10,RelAccX10,-8.199999999999996
12:44:17.669,VehicleStatus,VehicleSpeed,191.36
12:44:17.669,VehicleStatus,SteeringAngle,-6170.8
12:44:17.670,VehicleAccel,LateralAccel,3.888
12:44:17.670,LaneInfo,LaneC0,1.0
12:44:17.670,LaneInfo,LaneC1,0.0
12:44:17.670,LaneInfo,LaneC2,0.0
12:44:17.670,LaneInfo,LaneC3,1.0
12:44:17.670,RadarObj1,RelPosX1,-916.8
12:44:17.670,RadarObj1,RelPosY1,5088.3
12:44:17.670,RadarObj1,RelVelX1,6372.6
12:44:17.670,RadarObj1,RelAccX1,-6.5
12:44:17.670,RadarObj2,RelPosX2,5278.400000000001
12:44:17.670,RadarObj2,RelPosY2,5269.6
12:44:17.670,RadarObj2,RelVelX2,6385.8
12:44:17.670,RadarObj2,RelAccX2,6486.5
12:44:17.670,RadarObj3,RelPosX3,5014.900000000001
12:44:17.670,RadarObj3,RelPosY3,4841.400000000001
12:44:17.670,RadarObj3,RelVelX3,6365.3
12:44:17.670,RadarObj3,RelAccX3,6482.400000000001
12:44:17.670,RadarObj4,RelPosX4,-836.8
12:44:17.670,RadarObj4,RelPosY4,-660.5
12:44:17.670,RadarObj4,RelVelX4,-84.2
12:44:17.670,RadarObj4,RelAccX4,-3.3999999999999986
12:44:17.670,RadarObj5,RelPosX5,-642.7
12:44:17.670,RadarObj5,RelPosY5,4793.900000000001
12:44:17.670,RadarObj5,RelVelX5,6361.8
12:44:17.670,RadarObj5,RelAccX5,-36.2
12:44:17.670,RadarObj6,RelPosX6,5164.6
12:44:17.670,RadarObj6,RelPosY6,-988.9
12:44:17.670,RadarObj6,RelVelX6,6390.3
12:44:17.670,RadarObj6,RelAccX6,-47.5
12:44:17.670,RadarObj7,RelPosX7,5272.900000000001
12:44:17.670,RadarObj7,RelPosY7,5156.8
12:44:17.670,RadarObj7,RelVelX7,6366.6
12:44:17.670,RadarObj7,RelAccX7,6481.200000000001
12:44:17.670,RadarObj8,RelPosX8,-861.6
12:44:17.670,RadarObj8,RelPosY8,4634.8
12:44:17.670,RadarObj8,RelVelX8,-38.5
12:44:17.670,RadarObj8,RelAccX8,-41.1
12:44:17.670,RadarObj9,RelPosX9,-286.0
12:44:17.670,RadarObj9,RelPosY9,-761.1
12:44:17.670,RadarObj9,RelVelX9,6371.0
12:44:17.670,RadarObj9,RelAccX9,6482.200000000001
12:44:17.671,RadarObj10,RelPosX10,-24.59999999999991
12:44:17.671,RadarObj10,RelPosY10,-760.1
12:44:17.671,RadarObj10,RelVelX10,6410.6
12:44:17.671,RadarObj10,RelAccX10,-12.0
12:44:17.771,VehicleStatus,VehicleSpeed,198.01
12:44:17.771,VehicleStatus,SteeringAngle,-4523.2
12:44:17.771,VehicleAccel,LateralAccel,2.96
12:44:17.771,LaneInfo,LaneC0,0.0
12:44:17.771,LaneInfo,LaneC1,1.0
12:44:17.771,LaneInfo,LaneC2,1.0
12:44:17.771,LaneInfo,LaneC3,1.0
12:44:17.771,RadarObj1,RelPosX1,4749.200000000001
12:44:17.771,RadarObj1,RelPosY1,-883.1
12:44:17.771,RadarObj1,RelVelX1,-75.6
12:44:17.771,RadarObj1,RelAccX1,6472.1
12:44:17.771,RadarObj2,RelPosX2,-81.29999999999995
12:44:17.771,RadarObj2,RelPosY2,5480.5
12:44:17.771,RadarObj2,RelVelX2,-73.3
12:44:17.771,RadarObj2,RelAccX2,6493.900000000001
12:44:17.772,RadarObj3,RelPosX3,5534.900000000001
12:44:17.772,RadarObj3,RelPosY3,-283.19999999999993
12:44:17.772,RadarObj3,RelVelX3,-29.599999999999994
12:44:17.772,RadarObj3,RelAccX3,6472.200000000001
12:44:17.772,RadarObj4,RelPosX4,5309.200000000001
12:44:17.772,RadarObj4,RelPosY4,-863.6
12:44:17.772,RadarObj4,RelVelX4,6413.6
12:44:17.772,RadarObj4,RelAccX4,6455.200000000001
12:44:17.772,RadarObj5,RelPosX5,-360.4
12:44:17.772,RadarObj5,RelPosY5,5218.3
12:44:17.772,RadarObj5,RelVelX5,6412.6
12:44:17.772,RadarObj5,RelAccX5,6470.900000000001
12:44:17.772,RadarObj6,RelPosX6,5253.0
12:44:17.772,RadarObj6,RelPosY6,5201.0
12:44:17.772,RadarObj6,RelVelX6,-60.4
12:44:17.772,RadarObj6,RelAccX6,6472.700000000001
12:44:17.772,RadarObj7,RelPosX7,-869.3
12:44:17.772,RadarObj7,RelPosY7,4762.200000000001
12:44:17.772,RadarObj7,RelVelX7,-83.1
12:44:17.772,RadarObj7,RelAccX7,6466.1
12:44:17.772,RadarObj8,RelPosX8,4734.1
12:44:17.772,RadarObj8,RelPosY8,5258.400000000001
12:44:17.772,RadarObj8,RelVelX8,-62.4
12:44:17.772,RadarObj8,RelAccX8,-37.0
12:44:17.772,RadarObj9,RelPosX9,-52.09999999999991
12:44:17.772,RadarObj9,RelPosY9,-25.399999999999977
12:44:17.772,RadarObj9,RelVelX9,-23.700000000000003
12:44:17.772,RadarObj9,RelAccX9,6460.700000000001
12:44:17.772,RadarObj10,RelPosX10,-381.19999999999993
12:44:17.772,RadarObj10,RelPosY10,-260.69999999999993
12:44:17.772,RadarObj10,RelVelX10,-31.599999999999994
12:44:17.772,RadarObj10,RelAccX10,-33.099999999999994
12:44:17.872,VehicleStatus,VehicleSpeed,54.85
12:44:17.872,VehicleStatus,SteeringAngle,-4523.2
12:44:17.872,VehicleAccel,LateralAccel,2.634
12:44:17.872,LaneInfo,LaneC0,0.0
12:44:17.872,LaneInfo,LaneC1,1.0
12:44:17.872,LaneInfo,LaneC2,0.0
12:44:17.872,LaneInfo,LaneC3,1.0
12:44:17.872,RadarObj1,RelPosX1,-671.0
12:44:17.872,RadarObj1,RelPosY1,-66.69999999999993
12:44:17.872,RadarObj1,RelVelX1,6427.0
12:44:17.872,RadarObj1,RelAccX1,-4.799999999999997
12:44:17.872,RadarObj2,RelPosX2,-775.7
12:44:17.872,RadarObj2,RelPosY2,5509.0
12:44:17.872,RadarObj2,RelVelX2,-41.699999999999996
12:44:17.872,RadarObj2,RelAccX2,6468.900000000001
12:44:17.872,RadarObj3,RelPosX3,4983.3
12:44:17.872,RadarObj3,RelPosY3,-98.5
12:44:17.872,RadarObj3,RelVelX3,6407.3
12:44:17.872,RadarObj3,RelAccX3,6493.3
12:44:17.873,RadarObj4,RelPosX4,4926.900000000001
12:44:17.873,RadarObj4,RelPosY4,5014.3
12:44:17.873,RadarObj4,RelVelX4,6355.0
12:44:17.873,RadarObj4,RelAccX4,-20.599999999999998
12:44:17.873,RadarObj5,RelPosX5,5265.1
12:44:17.873,RadarObj5,RelPosY5,-672.8
